id	feature.patric_id	feature.aa_sequence_md5
511145.12	fig|511145.12.peg.82	26ce51485cca35f3fa83d4cae599ee5e
511145.12	fig|511145.12.peg.724	ca0f00f07f0dfb8c751337fc596f986c
511145.12	fig|511145.12.peg.46	b7dfd486a24cdf66bca7ff9b4c27866d
511145.12	fig|511145.12.peg.341	685e109994c1166c5b0021c666f95f19
511145.12	fig|511145.12.peg.2774	597e983099adde1f6731f75087c18eda
511145.12	fig|511145.12.peg.3702	03a5722e1ec4e7ab4e3ea0042c06e0fa
511145.12	fig|511145.12.peg.3635	10d2f19ec7e562e2f361a773529dc31b
511145.12	fig|511145.12.peg.873	64e55c42078d0d56bb520381025f1f4c
511145.12	fig|511145.12.peg.1866	2c3b8950ae2804cb881e39a1162f1c3d
511145.12	fig|511145.12.peg.3986	e18d7354ad3b11036c819aa03d24cc9c
511145.12	fig|511145.12.peg.901	37c1b625531bd8753073f23acdb6b836
511145.12	fig|511145.12.peg.3510	8924b747df2ef2fc99fc59d93ddb35c8
511145.12	fig|511145.12.peg.242	214b4b54f12329f8906ac58e750461cd
511145.12	fig|511145.12.peg.1895	4c553198e7900ab1cdf0390884503954
511145.12	fig|511145.12.peg.805	ec0a6df625d8492ad92d6b933cb6f65f
511145.12	fig|511145.12.peg.1681	ed59bcb1634167857e53e941bd9f3c73
511145.12	fig|511145.12.peg.3054	d7dbb589369144842b0aeadbbe674330
511145.12	fig|511145.12.peg.3502	e9187cf056d5ab1098f30dcbda30cccc
511145.12	fig|511145.12.peg.1155	81001b797bbba7ea9a7f1a2a88c3f213
511145.12	fig|511145.12.peg.1276	2393e1b7614eb7f7b893bb8f9ea39198
511145.12	fig|511145.12.peg.3484	3d4cceda0e9650a812009a1e49e991db
511145.12	fig|511145.12.peg.1463	8d12e3b6884a8ed838c8d18491ec2317
511145.12	fig|511145.12.peg.2412	21b21923ff6f1fa0d08ee0d7d60d1f78
511145.12	fig|511145.12.peg.1864	222724fb579397e45c0ce40227a7c722
511145.12	fig|511145.12.peg.4464	583cedfa52cd2ff7dbff6fdfb9eb5d36
511145.12	fig|511145.12.peg.1353	56884ad755584e53c4e1521733cfbc08
511145.12	fig|511145.12.peg.1104	7a6558051fb7864696244b3dc400ee1c
511145.12	fig|511145.12.peg.704	b68340be617bb48b39d5b3825438c3c9
511145.12	fig|511145.12.peg.2362	50e8cc99e233af48517de671dc68f15f
511145.12	fig|511145.12.peg.1133	dab6c0e28cac9ef387d2dda7dda2e028
511145.12	fig|511145.12.peg.432	ab94b0fdca273702d5dd8594481ef496
511145.12	fig|511145.12.peg.1725	9e5e4071a9d1b9e3765784083543f591
511145.12	fig|511145.12.peg.4175	a38ce8a334a6d5b90bcca7468af6e14e
511145.12	fig|511145.12.peg.3266	a14eee6a28425349b6d6e22e2d36112d
511145.12	fig|511145.12.peg.1453	ff03f8165dfba10e5c8adf9b932ddb24
511145.12	fig|511145.12.peg.958	efb6fc75764a33cf4b11b58cea72ca76
511145.12	fig|511145.12.peg.864	f89359c4d98ea999f70f7ddb6b7958bf
511145.12	fig|511145.12.peg.593	13cc588c928d73fbcbc15f1ccee3d5fe
511145.12	fig|511145.12.peg.700	1a4dc8343b5f29efbb9a0fd6d8ec0df8
511145.12	fig|511145.12.peg.4380	8fb2e1baeb2e2ef474c7f5e27d88e91b
511145.12	fig|511145.12.peg.2543	451cbadd7630cdadce3e3adaad23417e
511145.12	fig|511145.12.peg.4457	ad6b5829a385eacdc226d898b4537d04
511145.12	fig|511145.12.peg.779	8b4efabd0c5b0f60af7efd20fd31a750
511145.12	fig|511145.12.peg.4298	25d7eccb90b394659062d059e2f49939
511145.12	fig|511145.12.peg.3621	b3e40a1aae5ac938693bc5310d67d9d7
511145.12	fig|511145.12.peg.320	2115970d6fc6e17c960a5dd6f7042705
511145.12	fig|511145.12.peg.4429	d8aeb92151e80a0933362f3676ee27e4
511145.12	fig|511145.12.peg.3869	dfc2b4a3f3b43c8ba9564d8a53e155e1
511145.12	fig|511145.12.peg.3603	7c601f7170c170fc2f4b95db119a2bdf
511145.12	fig|511145.12.peg.712	fb5cad1bdf5c957282b288c2e61ba77c
511145.12	fig|511145.12.peg.2386	10298ea5d21948c62a550a04175db979
511145.12	fig|511145.12.peg.2624	e4776e4a90b74421af46968294e1b9ec
511145.12	fig|511145.12.peg.1996	884a3668a1a9b4b2bca1967a9eee6a96
511145.12	fig|511145.12.peg.4053	f675bee2f8c455cc0c8219a7865374c1
511145.12	fig|511145.12.peg.3019	3f5066a57f5874d23b5e7683e1774555
511145.12	fig|511145.12.peg.456	a012cfd0e4de441348271c672b888a8a
511145.12	fig|511145.12.peg.1450	07355f73ff4b7e4378d08f01dba10a2f
511145.12	fig|511145.12.peg.1118	08037d530361a949c1ac4ce9da07c9c6
511145.12	fig|511145.12.peg.437	a3f97f10bebcc599f65f6498301607e7
511145.12	fig|511145.12.peg.136	f8c2a3bed8a22a88dff6e7b5ed82af79
511145.12	fig|511145.12.peg.2989	bdb84d882dd9a33c97d64ebed39a9242
511145.12	fig|511145.12.peg.1543	28b17b419a18fe17bf4cc7248f677438
511145.12	fig|511145.12.peg.1579	e2929a88737b103f5e2461f3cb15e79c
511145.12	fig|511145.12.peg.2086	8aa62ad54534691c9963a1c34edc7e3d
511145.12	fig|511145.12.peg.1087	10ca6ea9e7f37dc8409c1f1db00a049b
511145.12	fig|511145.12.peg.2907	3dca18030d360a2d65805a168ed98b5d
511145.12	fig|511145.12.peg.1181	307e4dafc622b419abd71db1a90ceebe
511145.12	fig|511145.12.peg.1677	e24b22186b29bbe648b6dc199c53d44b
511145.12	fig|511145.12.peg.3000	84044b10cc38bdc6b5a13d1ae107b0b9
511145.12	fig|511145.12.peg.494	19579ce40a7e689d7eafceb415f215e8
511145.12	fig|511145.12.peg.676	ab362db21b0f249709d100eb2f0b9908
511145.12	fig|511145.12.peg.2304	b6ec19d9dd21f506c99af675868a1b58
511145.12	fig|511145.12.peg.1361	e9921b39277c0b42ae747f7a86edb6b4
511145.12	fig|511145.12.peg.222	ae0da9f508880248233fee60aee7c65a
511145.12	fig|511145.12.peg.3431	f70fafe912a9c7b1d8b014bc14d588e1
511145.12	fig|511145.12.peg.2846	7b018704e074fee34e7a5f6016618c09
511145.12	fig|511145.12.peg.3985	6c70a5b118f700d827cb26646faed323
511145.12	fig|511145.12.peg.3877	e5677d862856fbf54ab60e82d30493e7
511145.12	fig|511145.12.peg.1053	dee39a56ef89cd22e636d742e793c236
511145.12	fig|511145.12.peg.904	aa10710e2331c5074c756e2ff11ae217
511145.12	fig|511145.12.peg.1878	a1e13d4fd33cd72e46823f303631fee3
511145.12	fig|511145.12.peg.299	64fd1fbdc39bc1e20c52ff586c7a9490
511145.12	fig|511145.12.peg.4026	c99947d21a1fb44906dc1d9055b5af56
511145.12	fig|511145.12.peg.3098	ea52332cb2bb7fff6c16aee08c7f9baf
511145.12	fig|511145.12.peg.2374	ae0700384201c95c88810a02dd3a21f9
511145.12	fig|511145.12.peg.2755	356b6e7518ccc81b5b40937fefb56545
511145.12	fig|511145.12.peg.2366	86ae019ca6dbf32d41f269e7ccf0d4d0
511145.12	fig|511145.12.peg.2847	1086d0197327cf387ccba41b7da9b310
511145.12	fig|511145.12.peg.1379	48db9e65d08ec3300ab00844891161d9
511145.12	fig|511145.12.peg.3125	829ccc807bb107b78bc485e05956cfac
511145.12	fig|511145.12.peg.2383	8cd01697571260958d5ff53522d2d1f9
511145.12	fig|511145.12.peg.3385	e97ebe0750cea743d147d9f5f771bfc2
511145.12	fig|511145.12.peg.635	d8ccfeb784955662901afddc5a934275
511145.12	fig|511145.12.peg.722	9d77c70a533b14ea06ac555c8f2a2c77
511145.12	fig|511145.12.peg.1687	7582ee621638d65139cf1e0ea57b5e5a
511145.12	fig|511145.12.peg.2325	953a383e057175bf1bc9183454c0f221
511145.12	fig|511145.12.peg.4412	d24a780351ae90aa87a8426efad0892a
511145.12	fig|511145.12.peg.2763	4c50622d1f0d6d6c99358eb8ce0a5eb9
511145.12	fig|511145.12.peg.4515	49dde0402fde3456132ce1ad99877928
511145.12	fig|511145.12.peg.475	fcfaef53e46e2a174eefafe09d25e0a1
511145.12	fig|511145.12.peg.52	2515d982c79f8d998293c1777b6b4314
511145.12	fig|511145.12.peg.2401	e17e32ecc758294b9a222b3b100f74de
511145.12	fig|511145.12.peg.2125	c6af55d39b703ee1f45e811904b5b0c8
511145.12	fig|511145.12.peg.3355	41dd90eee557d2a8128cce90ddaca9a8
511145.12	fig|511145.12.peg.105	5403583dde618abfb0e97a384af9b5da
511145.12	fig|511145.12.peg.4543	bbc78514b86054b572f67ce0e5b4a8c2
511145.12	fig|511145.12.peg.756	5cf06ce62b9e2618a775454fd37dbb54
511145.12	fig|511145.12.peg.1580	3c73933c9d6e747ef6c5b84b70ff8e1b
511145.12	fig|511145.12.peg.527	b28f508806e091f980d7d5514cdc70fe
511145.12	fig|511145.12.peg.4153	24d413e1889ba3f976fe2c2acc2a6dc2
511145.12	fig|511145.12.peg.314	4f40db343d8fe1a2490bc5670cc1295e
511145.12	fig|511145.12.peg.1093	d9e18784e818e532bdf30ea5ef71f2fa
511145.12	fig|511145.12.peg.556	57364552b165d1bb4c748661516deda5
511145.12	fig|511145.12.peg.1414	fa243047619d08779918c7e851d3b226
511145.12	fig|511145.12.peg.3967	45589e0d6140d039b9ea5e4c18478b35
511145.12	fig|511145.12.peg.3680	547b8ae97de5f7bdf88ee5887850c66e
511145.12	fig|511145.12.peg.3388	456bfd9236c5cfd90803aed14a8ec2d0
511145.12	fig|511145.12.peg.356	2932d3b4e9fdac8bc4bfe81ba6c920bd
511145.12	fig|511145.12.peg.3153	aee953e190201272e2f2d1894dd83040
511145.12	fig|511145.12.peg.3171	a66343ae1ae0ed0862055ecd995a3a4f
511145.12	fig|511145.12.peg.1983	96c5f61e193689d16bb38315cf420562
511145.12	fig|511145.12.peg.1801	b6300e0f8eb33ec87f6c92493e53e91e
511145.12	fig|511145.12.peg.572	67aafc9ba7defe23711fc474c06153d4
511145.12	fig|511145.12.peg.1340	2d2602635040cf648349e31eaa98ca1d
511145.12	fig|511145.12.peg.957	679f9d441d38637cd2f65af2dc47cc11
511145.12	fig|511145.12.peg.2377	8e3a7a12de0eea1970dd81e9f4ab2ff7
511145.12	fig|511145.12.peg.1605	7c35f953fbd5e02085ca5a182ddbfcf0
511145.12	fig|511145.12.peg.3500	d8521a76d5088ea0467c0daab9e28465
511145.12	fig|511145.12.peg.4398	5fc767598f5b606964011ac95f917ab1
511145.12	fig|511145.12.peg.1772	b934c01baf11e5405e05925f65e6dc4d
511145.12	fig|511145.12.peg.2405	65a926bfd2167943d8099013a707a4ac
511145.12	fig|511145.12.peg.2583	12df15a8d2c83c5a7ead213a8dda3362
511145.12	fig|511145.12.peg.2295	9443dd882ae7a95ae657f8450acca893
511145.12	fig|511145.12.peg.549	be3bffad05a21fb01ce36039e534649b
511145.12	fig|511145.12.peg.861	c22a1e1d023a0a7d9536fa4b6191c089
511145.12	fig|511145.12.peg.1219	9d5029004b702bc54723daa4db8308a8
511145.12	fig|511145.12.peg.3043	a7a0e24d2a834d907910bedea6af8aa2
511145.12	fig|511145.12.peg.2737	791bf203c16de48de1069ca0eab5f583
511145.12	fig|511145.12.peg.3754	8e1971e3a4b5e90c16262507a38f99e8
511145.12	fig|511145.12.peg.2562	c9a35151a6bb5c9e57bb435993cade31
511145.12	fig|511145.12.peg.2561	58d8812bf4ba5e8a835e39f72b0e4ec2
511145.12	fig|511145.12.peg.4044	68d36bdf68da9f1e979bef074c6ede8a
511145.12	fig|511145.12.peg.4361	1adb0b0f58fba23d2643c51f4053747c
511145.12	fig|511145.12.peg.4243	163801c3925696f47a0d2bdbdd645e3b
511145.12	fig|511145.12.peg.4078	92a37e9240f942f7c12447ad1e114e82
511145.12	fig|511145.12.peg.2915	e41cf79bbd5fb69fb0007a3feff0392a
511145.12	fig|511145.12.peg.1382	f088bde994e5710a9914fd9272acb316
511145.12	fig|511145.12.peg.896	ccfd3f57e7436946f6800bbd1bef0075
511145.12	fig|511145.12.peg.1301	a1fec884fbd293ee94fe6eaf5b7f10c7
511145.12	fig|511145.12.peg.2898	3f479355229956f0652aaf852d1f780d
511145.12	fig|511145.12.peg.580	cfa64b33fc7cc3fa7ebc37b118fa2130
511145.12	fig|511145.12.peg.1230	71b318e3416255f0ca55231b2ea90530
511145.12	fig|511145.12.peg.2409	c11d6e96323c300744d87e36cbb2e49c
511145.12	fig|511145.12.peg.822	fbb94e456cf917e10ede5ffbb32bf5dd
511145.12	fig|511145.12.peg.1477	be2d224193ffe564e32c8b68a89592d8
511145.12	fig|511145.12.peg.1739	5bce315e3194c261ae740ec3f215e13f
511145.12	fig|511145.12.peg.1660	1012a7f951bc4856368ad18a8de3478a
511145.12	fig|511145.12.peg.253	fb84b81ac66c6584d837ef73c07b92c4
511145.12	fig|511145.12.peg.818	9cc81d16a4ada6aa83fe23a5941d98e1
511145.12	fig|511145.12.peg.926	0c42678a48843a5c27d22f9dd34c61f5
511145.12	fig|511145.12.peg.4326	0373f0dcb85ad5deb6a8d78e37a5b8da
511145.12	fig|511145.12.peg.3294	9e16eff5a04c7b0ce378fdc814bd2127
511145.12	fig|511145.12.peg.543	b5c6bb96b8f2c6c0efb07f936734ef5d
511145.12	fig|511145.12.peg.2444	32abce4901f1e587388d671478608386
511145.12	fig|511145.12.peg.201	588dc07f7ce71f9209577d865d92b1ca
511145.12	fig|511145.12.peg.3755	b2bfeb000b2a24507f3b227728727ebf
511145.12	fig|511145.12.peg.3971	6da5cc47333d13f561810bd7a2397cb7
511145.12	fig|511145.12.peg.1275	da11db16b90d0c9b98b9deb569040ab4
511145.12	fig|511145.12.peg.1875	672e56be62df4db0b4e7aeebbac33972
511145.12	fig|511145.12.peg.4339	70d716e72e21ffc79d5aeaf73bac2f60
511145.12	fig|511145.12.peg.2066	05a1f2176f9be9b428d86ac57140002c
511145.12	fig|511145.12.peg.207	6bf499b0ed2a55a20573294c362eec36
511145.12	fig|511145.12.peg.720	cfe0249e13444bbfae2e37f9b67b10e0
511145.12	fig|511145.12.peg.2402	d6a63d3a51f4377c99c34a7d583926e5
511145.12	fig|511145.12.peg.16	6cee586615be3037084294bb04755791
511145.12	fig|511145.12.peg.4152	4b32077a00c6eb3753e64fe6969d58fb
511145.12	fig|511145.12.peg.2875	430808f3767e023930ed4bbc9c53e805
511145.12	fig|511145.12.peg.4343	49d6a9721b414222d55df6076d44f5eb
511145.12	fig|511145.12.peg.4107	24082b5fe5a87c8b67f7cf654aa084db
511145.12	fig|511145.12.peg.2970	03a198eccece8086ffbc95c5fb0452a3
511145.12	fig|511145.12.peg.1295	14f679304a75856c58991218e268f535
511145.12	fig|511145.12.peg.2095	62f87881f58f77a8358f450a95407e24
511145.12	fig|511145.12.peg.388	9c54154ba687604e2a9cfc89e8a40573
511145.12	fig|511145.12.peg.4198	16053c58aa51599865e840b04f373a29
511145.12	fig|511145.12.peg.210	0890b81dcd477ce27b91f0297845e1f0
511145.12	fig|511145.12.peg.3758	6107f1bd6a2a80989b9837f57677afec
511145.12	fig|511145.12.peg.1782	cc7473d584bb508c165ca41b53c0bea2
511145.12	fig|511145.12.peg.3960	691beae5474d0955d171086479b56197
511145.12	fig|511145.12.peg.3420	4cee4712a4c52a881886d4ad48ab1cde
511145.12	fig|511145.12.peg.4273	443338159b9dde7db20435418ba54934
511145.12	fig|511145.12.peg.362	f655b6b0a0795662d25fc3d8aac3fe60
511145.12	fig|511145.12.peg.4355	8ee114bd94283fdb539f2b1589a3037f
511145.12	fig|511145.12.peg.3111	b1cbeba5d0a5c242fd072b71b7f6541a
511145.12	fig|511145.12.peg.4010	f625f3dae6d2056a836cccfeb8c08edc
511145.12	fig|511145.12.peg.776	1791408369c3c233ef0b0689722e6fb1
511145.12	fig|511145.12.peg.1040	0deac7eed1b56ac93421d54513714945
511145.12	fig|511145.12.peg.252	ac49c39c84f6b9f2b135c73321ff0041
511145.12	fig|511145.12.peg.633	5c09e1fccbdf2cf009b12ce39f427bbf
511145.12	fig|511145.12.peg.2852	af7302e3205daf5bbe4f76dc4289bd08
511145.12	fig|511145.12.peg.797	6a396a78209cd015940d1535e5abb1e7
511145.12	fig|511145.12.peg.2373	dadb23aca088493e208ad39c45dda147
511145.12	fig|511145.12.peg.3728	cdf158db6f741adec4ab6e18b09bab2a
511145.12	fig|511145.12.peg.3979	d1bb35837393037c15140abb2b2e8095
511145.12	fig|511145.12.peg.1096	3dd5ca176a8335918527f6e49d32cbc8
511145.12	fig|511145.12.peg.4248	6285a1cbb9bae37fb7bcad73864747b1
511145.12	fig|511145.12.peg.2972	26acda6262c33e006fdca9452f6991a5
511145.12	fig|511145.12.peg.2602	02fa36f50e6ee42957a7e95144390f9a
511145.12	fig|511145.12.peg.686	96a76a6b7f10633ef525f2784214ee48
511145.12	fig|511145.12.peg.4008	6d7d7dac1a071da94f40bc7219025c02
511145.12	fig|511145.12.peg.2060	a4a016f7af3c77b2fbb0869da4729061
511145.12	fig|511145.12.peg.1411	a27d6e58ae9e9237b6d05da3bd361194
511145.12	fig|511145.12.peg.2929	906e95a9b8e65d3c6633793cd3ad14c5
511145.12	fig|511145.12.peg.3738	cf898b0287c333eeef482cb77870fe8c
511145.12	fig|511145.12.peg.1491	3728b183a6fdf164c75970e0ec7bff76
511145.12	fig|511145.12.peg.2648	f70b35a91014429c50b39103afb4ac29
511145.12	fig|511145.12.peg.3444	32748b567785b5ea6d93880ce1dcba04
511145.12	fig|511145.12.peg.2505	e670abef1f47c5d874183e1212cce4af
511145.12	fig|511145.12.peg.3062	aea48882ad085b583abe5e858ddf4af9
511145.12	fig|511145.12.peg.1356	f656e84af4843b2f7e5f55ee592a7e5b
511145.12	fig|511145.12.peg.1585	466c700e81ac1678d53bc88c7e4df6dd
511145.12	fig|511145.12.peg.3270	3e5a1611818dc3e68ad57f45d999d7a6
511145.12	fig|511145.12.peg.1014	ba88ee2c8ffa535d78ee61ad5a098427
511145.12	fig|511145.12.peg.2326	b5ec566bfbe36672b78744d86c0b9e27
511145.12	fig|511145.12.peg.2859	82fdcef673701e4a19d8eebbf7a5ad8e
511145.12	fig|511145.12.peg.2136	168bb631a463470e53944fa8b3e1b28d
511145.12	fig|511145.12.peg.173	c168653e3c8d2bb35f52032fea2ce506
511145.12	fig|511145.12.peg.1066	d747daab607a7e429605aaffca2556f8
511145.12	fig|511145.12.peg.1070	3c29e1a547cad071f10eafeafcba08d9
511145.12	fig|511145.12.peg.625	e9b407cd402ef39d77772a144291a64a
511145.12	fig|511145.12.peg.2492	34bac47bb8e48c1aa969bed438c73a36
511145.12	fig|511145.12.peg.1713	64a1a1fc28a6d2232237a509090132ae
511145.12	fig|511145.12.peg.1906	af26563a823a2549085c83423da3a0d6
511145.12	fig|511145.12.peg.682	bca159193309a168039dcaf318718843
511145.12	fig|511145.12.peg.1511	6e63d05e30df6b2080ddd8cda633de08
511145.12	fig|511145.12.peg.1563	95907449f660980f2af67214f7539add
511145.12	fig|511145.12.peg.396	e39c02ac664f7b5e0d8ab20af3741469
511145.12	fig|511145.12.peg.1068	12a4573647d2d3387ea14c7535f47b96
511145.12	fig|511145.12.peg.1877	21d392ad129a44cd723c623e83ccc69c
511145.12	fig|511145.12.peg.868	d94d303f349fd6b56cbd2781dd092aa5
511145.12	fig|511145.12.peg.1366	aa4dd4ee8be63d6f00347aabeeef97a3
511145.12	fig|511145.12.peg.3118	626980a5f745e5065979b52104d034da
511145.12	fig|511145.12.peg.1073	33ddad67eb91298cd65bde74be7d1547
511145.12	fig|511145.12.peg.2164	b76f9c4f57f58adf1740bc05fd5ccad7
511145.12	fig|511145.12.peg.3899	715c82b6feaf3a8eec6c11ca076a0777
511145.12	fig|511145.12.peg.1267	3c778838db426eafafa86324b8c1dd40
511145.12	fig|511145.12.peg.2984	cf405df64d493baf3d7327304cfa2ab4
511145.12	fig|511145.12.peg.938	b7a12bfd41d1b3d3a194d047eb9198dc
511145.12	fig|511145.12.peg.3203	85db4fbf3b93b3cfa47cf4c558261f1f
